persona_id,day,choice,raw,peak_temp,indoor_temp,district,has_ac,age,framing
oma_pia,4,C,"C. I think it's time to visit the cooling centre at Stadtbibliothek Altstadt; staying inside my warm apartment is becoming too uncomfortable, and I could use the relief.",36.5,33.8,Altstadt,False,79,extremhitzewarnung
oma_pia,5,C,C. I think a visit to the cooling centre at Stadtbibliothek Altstadt would be wise; it's important to find a respite from this dreadful heat.,34.5,31.5,Altstadt,False,79,extremhitzewarnung
tomas_student,0,B,B. I should stay home but take precautions to stay hydrated and avoid the heat.,32.1,29.9,Paradies,False,24,extremhitzewarnung
tomas_student,1,B,"B. I’ll stay home but take precautions since it’s too hot to be comfortable, and I need to stay hydrated while working in the lab.",34.1,31.6,Paradies,False,24,extremhitzewarnung
tomas_student,2,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to escape this unbearable heat and stay hydrated.,35.1,32.6,Paradies,False,24,extremhitzewarnung
tomas_student,3,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this heat and maybe catch up with fellow students.,36.1,33.6,Paradies,False,24,extremhitzewarnung
tomas_student,4,C,C. I think it's crucial to visit the cooling centre at Universität Paradies-Foyer to stay comfortable and recharge for my work.,36.1,33.6,Paradies,False,24,extremhitzewarnung
tomas_student,5,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this unbearable heat.,34.1,31.3,Paradies,False,24,extremhitzewarnung
tourist_smith,0,B,B. We'll stay home but take precautions to keep cool and hydrated in this unexpected heat.,32.1,24.0,Staad,True,family,extremhitzewarnung
tourist_smith,1,B,B. We should stay home but take precautions since it’s so hot outside and we need to stay hydrated.,34.1,24.0,Staad,True,family,extremhitzewarnung
tourist_smith,2,B,B. We need to stay home but take precautions to keep cool and hydrated in this extreme heat.,35.1,24.0,Staad,True,family,extremhitzewarnung
tourist_smith,3,C,C. We should visit the cooling centre at Staad Schwimmbad-Cafeteria to escape this heat and keep the kids comfortable.,36.1,24.0,Staad,True,family,extremhitzewarnung
tourist_smith,4,C,C. We need to cool down and the swimming pool sounds like the perfect place to escape this heat!,36.1,24.0,Staad,True,family,extremhitzewarnung
tourist_smith,5,B,B. We need to stay home but take precautions to keep the kids safe and comfortable during this extreme heat.,34.1,24.0,Staad,True,family,extremhitzewarnung
herr_wagner,0,B,"B. I will stay home but take precautions, as it's important to keep cool and hydrate during this extreme heat.",32.3,30.0,Wollmatingen,False,84,extremhitzewarnung
herr_wagner,1,B,"B. I will stay home but take precautions, keeping the blinds closed and drinking plenty of water to stay cool.",34.3,31.7,Wollmatingen,False,84,extremhitzewarnung
herr_wagner,2,C,"C. It's too hot in here, so I'd rather go to the cooling centre and find some relief from this heat.",35.3,32.7,Wollmatingen,False,84,extremhitzewarnung
herr_wagner,3,B,"B. I will stay home but take precautions, keeping the blinds closed and ensuring I drink plenty of water to stay safe in this heat.",36.3,33.7,Wollmatingen,False,84,extremhitzewarnung
herr_wagner,4,B,"B. I will stay home but take precautions because it's too hot outside, and I need to stay hydrated and avoid any strain on my heart.",36.3,33.7,Wollmatingen,False,84,extremhitzewarnung
herr_wagner,5,B,B. I will stay home but take precautions to ensure I stay hydrated and keep the sun out to manage the heat better.,34.3,31.4,Wollmatingen,False,84,extremhitzewarnung
family_rainer,0,B,B. We need to stay home but take precautions to keep cool and hydrated during this heatwave.,32.0,24.0,Egg,True,family,extremhitzewarnung
family_rainer,1,B,B. We'll stay home but take precautions to keep cool and hydrated during this extreme heat.,34.0,24.0,Egg,True,family,extremhitzewarnung
family_rainer,2,B,B. We'll stay home but take precautions to keep cool and hydrated while we monitor Oma's situation.,35.0,24.0,Egg,True,family,extremhitzewarnung
family_rainer,3,B,B. We'll stay home but take precautions to keep cool and hydrated while checking on Oma.,36.0,24.0,Egg,True,family,extremhitzewarnung
family_rainer,4,B,B. Staying home but taking precautions is the best choice to keep cool and ensure everyone stays hydrated during this extreme heatwave.,36.0,24.0,Egg,True,family,extremhitzewarnung
family_rainer,5,B,B. We’ll stay home but take precautions to keep cool and hydrated while we continue checking on Oma.,34.0,24.0,Egg,True,family,extremhitzewarnung
bashir,0,B,B. I’ll stay home but take precautions to keep cool and hydrated during this heatwave.,32.5,24.0,Altstadt,True,47,extremhitzewarnung
bashir,1,D,D. I want to check on Frau Müller to ensure she's okay and see if she needs anything during this heatwave.,34.5,24.0,Altstadt,True,47,extremhitzewarnung
bashir,2,D,D. I want to check on Frau Müller to make sure she's okay and see if she needs anything during this extreme heat.,35.5,24.0,Altstadt,True,47,extremhitzewarnung
bashir,3,D,D. I will check on Frau Müller to ensure she is staying cool and has everything she needs during this heatwave.,36.5,24.0,Altstadt,True,47,extremhitzewarnung
bashir,4,D,D. I will check on Frau Müller to ensure she’s staying cool and safe during this extreme heat.,36.5,24.0,Altstadt,True,47,extremhitzewarnung
bashir,5,C,C. I will visit the cooling centre at Stadtbibliothek Altstadt to find some relief from this relentless heat and check in on others in the community.,34.5,24.0,Altstadt,True,47,extremhitzewarnung
caritas_admin,0,B,B. I need to stay home but take precautions to ensure I stay safe and comfortable during this heatwave.,32.0,24.0,Egg,True,56,extremhitzewarnung
caritas_admin,1,B,B. Staying home but taking precautions is essential to stay safe and hydrated during this extreme heat.,34.0,24.0,Egg,True,56,extremhitzewarnung
caritas_admin,2,C,C. Visiting the cooling centre at Kirchenzentrum Egg will provide me with relief from the heat and allow me to check on others who may need support during this extreme weather.,35.0,24.0,Egg,True,56,extremhitzewarnung
caritas_admin,3,C,C. I will visit the cooling centre at Kirchenzentrum Egg to stay safe and encourage elderly residents to seek relief from the heat.,36.0,24.0,Egg,True,56,extremhitzewarnung
caritas_admin,4,C,C. Visiting the cooling center at Kirchenzentrum Egg is crucial to ensure I stay safe from the heat and gather information to support our residents better.,36.0,24.0,Egg,True,56,extremhitzewarnung
caritas_admin,5,C,C. Visiting the cooling centre at Kirchenzentrum Egg is crucial to ensure I can connect with elderly residents who may need immediate support during this extreme heat.,34.0,24.0,Egg,True,56,extremhitzewarnung
frau_mueller,0,B,B. I will stay home but take precautions because I need to keep myself as comfortable as possible during this heat.,32.5,30.1,Altstadt,False,81,lebensgefahr
frau_mueller,1,B,"B. I will stay home but take precautions because this heat is no joke, and I need to keep myself safe and comfortable.",34.5,31.8,Altstadt,False,81,lebensgefahr
frau_mueller,2,B,B. I suppose I will stay home but take precautions; it’s too hot to risk going out unnecessarily.,35.5,32.8,Altstadt,False,81,lebensgefahr
frau_mueller,3,B,"B. I suppose I should stay home but take precautions; it’s too hot to be out, and I need to keep cool.",36.5,33.8,Altstadt,False,81,lebensgefahr
frau_mueller,4,B,"B. I will stay home but take precautions; it's too hot out there, and I need to keep myself cool and hydrated.",36.5,33.8,Altstadt,False,81,lebensgefahr
frau_mueller,5,B,"B. It's too hot to be out, so I'll stay home and keep the blinds closed while sipping some water.",34.5,31.5,Altstadt,False,81,lebensgefahr
herr_schmidt,0,B,"B. I will stay home but take precautions, as I must ensure I stay hydrated and comfortable during this oppressive heat.",32.4,24.0,Petershausen,True,76,lebensgefahr
herr_schmidt,1,B,"B. I will stay home but take precautions; it's too hot outside, and I should stay hydrated and comfortable.",34.4,24.0,Petershausen,True,76,lebensgefahr
herr_schmidt,2,B,B. I shall stay home but take precautions; it’s better to remain comfortable and hydrated during this heatwave.,35.4,24.0,Petershausen,True,76,lebensgefahr
herr_schmidt,3,B,"B. I shall stay home but take precautions, as the heat is quite oppressive, and I must take care of my health.",36.4,24.0,Petershausen,True,76,lebensgefahr
herr_schmidt,4,B,B. It is wise to stay home but take precautions to ensure I remain comfortable and safe during this oppressive heat.,36.4,24.0,Petershausen,True,76,lebensgefahr
herr_schmidt,5,B,B. I should stay home but take precautions to ensure I remain comfortable and safe during this heatwave.,34.4,24.0,Petershausen,True,76,lebensgefahr
anna,0,B,B. I'm closing the blinds and drinking more water to stay cool and avoid the heat outside.,32.1,29.9,Paradies,False,22,lebensgefahr
anna,1,D,D. I’m going to check on Frau Müller to see if she needs anything during this extreme heatwave.,34.1,31.6,Paradies,False,22,lebensgefahr
anna,2,D,"D. I need to check on Frau Müller since I haven't seen her in a while, and it's important to make sure she's okay during this heatwave.",35.1,32.6,Paradies,False,22,lebensgefahr
anna,3,D,D. I want to check on Frau Müller to make sure she’s staying cool and has everything she needs during this extreme heat.,36.1,33.6,Paradies,False,22,lebensgefahr
anna,4,D,D. I want to check on Frau Müller to ensure she's managing well in this extreme heat and see if she needs anything.,36.1,33.6,Paradies,False,22,lebensgefahr
anna,5,D,D. I want to check on Frau Müller and make sure she has everything she needs during this extreme heat.,34.1,31.3,Paradies,False,22,lebensgefahr
costa_silva,0,B,"B. Today is too hot, so I will stay home but take precautions by closing the blinds and drinking plenty of water.",32.3,30.0,Wollmatingen,False,38,lebensgefahr
costa_silva,1,B,"B. Today is too hot, so I will stay home, close the blinds, and make sure we all drink plenty of water.",34.3,31.7,Wollmatingen,False,38,lebensgefahr
costa_silva,2,B,B. Hoje estou mantendo as cortinas fechadas e garantindo que as crianças bebam bastante água para não sofrerem com o calor.,35.3,32.7,Wollmatingen,False,38,lebensgefahr
costa_silva,3,C,C. I think it's best to visit the cooling centre at Wollmatinger Gemeindesaal to escape this heat and keep my family safe.,36.3,33.7,Wollmatingen,False,38,lebensgefahr
costa_silva,4,B,"B. Vou ficar em casa, mas vou tomar precauções como fechar as cortinas e beber mais água para garantir que a família fique segura e confortável.",36.3,33.7,Wollmatingen,False,38,lebensgefahr
costa_silva,5,B,B. I will stay home but take precautions to keep my family comfortable and safe during this extreme heat.,34.3,31.4,Wollmatingen,False,38,lebensgefahr
lena_swiss,0,D,"D. I need to check on Herr Schmidt, as he is elderly and may need assistance during this extreme heat.",32.4,24.0,Petershausen,True,34,lebensgefahr
lena_swiss,1,D,D. I will check on Herr Schmidt to ensure he is managing well during this extreme heatwave.,34.4,24.0,Petershausen,True,34,lebensgefahr
lena_swiss,2,D,"D. I need to check on Frau Müller, as her curtains have been drawn since Sunday, and I’m concerned about her well-being during this heatwave.",35.4,24.0,Petershausen,True,34,lebensgefahr
lena_swiss,3,D,D. I will check on Herr Schmidt to ensure he is coping well during this extreme heat and to see if he needs any support.,36.4,24.0,Petershausen,True,34,lebensgefahr
lena_swiss,4,D,D. I will check on herr_schmidt to ensure he has the support he needs during this extreme heatwave.,36.4,24.0,Petershausen,True,34,lebensgefahr
lena_swiss,5,D,D. I will check on herr_schmidt to ensure he is coping well during this extreme heatwave and offer any assistance he might need.,34.4,24.0,Petershausen,True,34,lebensgefahr
oma_pia,0,B,"B. I’ll stay home but take precautions; it’s too warm to be reckless, even if I don’t quite believe all this fuss.",32.5,30.1,Altstadt,False,79,lebensgefahr
oma_pia,1,C,C. I think I’ll head to the Stadtbibliothek; it might be a good chance to cool down and catch up on some reading.,34.5,31.8,Altstadt,False,79,lebensgefahr
oma_pia,2,C,C. I think it's best to visit the cooling centre at Stadtbibliothek Altstadt to escape this unbearable heat and catch up with some friends.,35.5,32.8,Altstadt,False,79,lebensgefahr
oma_pia,3,C,"C. I've heard the Stadtbibliothek was quite full today, and a little company in the cool sounds delightful.",36.5,33.8,Altstadt,False,79,lebensgefahr
oma_pia,4,C,"C. I think it's time to visit the cooling centre at Stadtbibliothek Altstadt; staying inside my warm apartment is becoming too uncomfortable, and I could use the relief.",36.5,33.8,Altstadt,False,79,lebensgefahr
oma_pia,5,C,C. I think a visit to the cooling centre at Stadtbibliothek Altstadt would be wise; it's important to find a respite from this dreadful heat.,34.5,31.5,Altstadt,False,79,lebensgefahr
tomas_student,0,B,B. I should stay home but take precautions to stay hydrated and avoid the heat.,32.1,29.9,Paradies,False,24,lebensgefahr
tomas_student,1,B,"B. I’ll stay home but take precautions since it’s too hot to be comfortable, and I need to stay hydrated while working in the lab.",34.1,31.6,Paradies,False,24,lebensgefahr
tomas_student,2,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to escape this unbearable heat and stay hydrated.,35.1,32.6,Paradies,False,24,lebensgefahr
tomas_student,3,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this heat and maybe catch up with fellow students.,36.1,33.6,Paradies,False,24,lebensgefahr
tomas_student,4,C,C. I think it's crucial to visit the cooling centre at Universität Paradies-Foyer to stay comfortable and recharge for my work.,36.1,33.6,Paradies,False,24,lebensgefahr
tomas_student,5,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this unbearable heat.,34.1,31.3,Paradies,False,24,lebensgefahr
tourist_smith,0,B,B. We'll stay home but take precautions to keep cool and hydrated in this unexpected heat.,32.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,1,B,B. We should stay home but take precautions since it’s so hot outside and we need to stay hydrated.,34.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,2,B,B. We need to stay home but take precautions to keep cool and hydrated in this extreme heat.,35.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,3,C,C. We should visit the cooling centre at Staad Schwimmbad-Cafeteria to escape this heat and keep the kids comfortable.,36.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,4,C,C. We need to cool down and the swimming pool sounds like the perfect place to escape this heat!,36.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,5,B,B. We need to stay home but take precautions to keep the kids safe and comfortable during this extreme heat.,34.1,24.0,Staad,True,family,lebensgefahr
herr_wagner,0,B,"B. I will stay home but take precautions because the heat is dangerous, and I need to keep myself safe and hydrated.",32.3,30.0,Wollmatingen,False,84,lebensgefahr
herr_wagner,1,B,"B. I will stay home but take precautions, as it’s too hot outside and I need to stay hydrated and cool.",34.3,31.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,2,C,C. I need to visit the cooling centre at Wollmatinger Gemeindesaal to escape this unbearable heat and stay safe.,35.3,32.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,3,C,C. I need to visit the cooling centre at Wollmatinger Gemeindesaal to escape this unbearable heat and stay safe.,36.3,33.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,4,C,C. I need to escape this heat and find some relief at the cooling centre; it's too dangerous to stay here.,36.3,33.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,5,C,C. I think it’s best to visit the cooling centre at Wollmatinger Gemeindesaal to find some relief from this relentless heat.,34.3,31.4,Wollmatingen,False,84,lebensgefahr
family_rainer,0,B,B. We'll stay home but take precautions to keep cool and hydrated during this heatwave.,32.0,24.0,Egg,True,family,lebensgefahr
family_rainer,1,B,"B. We’ll stay home but take precautions to stay cool and hydrated, as the heat is dangerous.",34.0,24.0,Egg,True,family,lebensgefahr
family_rainer,2,B,B. We'll stay home but take precautions to keep cool and hydrated during this heatwave.,35.0,24.0,Egg,True,family,lebensgefahr
family_rainer,3,C,C. Visiting the cooling centre at Kirchenzentrum Egg will provide us with a much-needed break from the heat while ensuring we're all safe and comfortable.,36.0,24.0,Egg,True,family,lebensgefahr
family_rainer,4,B,B. We'll stay home but take precautions to keep everyone comfortable and safe during this extreme heat.,36.0,24.0,Egg,True,family,lebensgefahr
family_rainer,5,B,B. We're staying home but taking precautions to keep cool and hydrated during this extreme heatwave.,34.0,24.0,Egg,True,family,lebensgefahr
bashir,0,C,C. I will visit the cooling centre at Stadtbibliothek Altstadt to escape the heat and stay safe during this extreme weather.,32.5,24.0,Altstadt,True,47,lebensgefahr
bashir,1,D,D. I will check on Frau Müller to ensure she's staying cool and comfortable during this heatwave.,34.5,24.0,Altstadt,True,47,lebensgefahr
bashir,2,D,"D. I want to check on Frau Müller, as I haven't seen her around and her curtains have been closed since Sunday.",35.5,24.0,Altstadt,True,47,lebensgefahr
bashir,3,D,"D. I will check on Frau Müller to ensure she is coping well with the heatwave, as I know it can be particularly challenging for her.",36.5,24.0,Altstadt,True,47,lebensgefahr
bashir,4,D,D. I want to check on Frau Müller to make sure she's staying cool and comfortable during this extreme heat.,36.5,24.0,Altstadt,True,47,lebensgefahr
bashir,5,D,"D. I will check on Frau Müller to see if she needs anything, as she might be struggling with the heat like many others in our community.",34.5,24.0,Altstadt,True,47,lebensgefahr
caritas_admin,0,B,B. I need to stay home but take precautions to ensure I stay hydrated and cool while the heatwave begins.,32.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,1,C,C. Visiting the cooling centre at Kirchenzentrum Egg can provide much-needed relief from the heat and offer a safe space for our vulnerable residents.,34.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,2,D,"D. I need to check on Frau Müller since her curtains have been closed, and I want to ensure she’s safe during this extreme heat.",35.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,3,C,C. I will visit the cooling centre at Kirchenzentrum Egg to ensure I stay cool and check on any residents who might need assistance.,36.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,4,B,B. Staying home but taking precautions is essential to ensure my well-being while I continue to monitor the wellness-call program for our elderly residents.,36.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,5,C,C. Visiting the cooling centre at Kirchenzentrum Egg will allow me to check on others while ensuring I stay cool and refreshed during this extreme heatwave.,34.0,24.0,Egg,True,56,lebensgefahr
